frame,timestamp_iso,time_hms,raw_ax_g,raw_ay_g,raw_az_g,raw_gx_dps,raw_gy_dps,raw_gz_dps,raw_roll_deg,raw_pitch_deg,raw_yaw_deg,accel_lat_g,accel_lon_g,accel_vert_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,pitch_deg,roll_deg,yaw_deg,mag_x,mag_y,mag_z,temp_c
2418,2026-03-06T18:48:59.208000,18:48:59.208,-0.32061,2.0002,-9.82871,3.1738,6.2866,-0.1221,165.9,-0.0,-42.5,-0.32061,-2.0002,9.82871,3.1738,-6.2866,-0.1221,-345.9,-0.0,-42.5,-206,3305,18900,32.19
2419,2026-03-06T18:48:59.308000,18:48:59.308,0.55986,2.07676,-9.9292,2.6245,-4.2725,1.2817,166.1,0.0,-42.7,0.55986,-2.07676,9.9292,2.6245,4.2725,1.2817,-346.1,0.0,-42.7,-213,3334,18882,32.19
2420,2026-03-06T18:48:59.408000,18:48:59.408,0.25361,1.71787,-9.37891,4.0283,1.4648,1.77,166.7,-0.1,-42.8,0.25361,-1.71787,9.37891,4.0283,-1.4648,1.77,-346.7,-0.1,-42.8,-185,3384,18873,32.19
2421,2026-03-06T18:48:59.508000,18:48:59.508,-0.25361,1.46904,-8.76162,1.5259,-8.0566,-0.3052,167.3,0.5,-42.9,-0.25361,-1.46904,8.76162,1.5259,8.0566,-0.3052,-347.3,0.5,-42.9,-171,3547,18893,32.06
2422,2026-03-06T18:48:59.608000,18:48:59.608,0.17227,1.88535,-8.80947,-10.1929,-4.6387,0.4883,166.8,0.9,-43.0,0.17227,-1.88535,8.80947,-10.1929,4.6387,0.4883,-346.8,0.9,-43.0,-33,3552,18855,32.19
2423,2026-03-06T18:48:59.707000,18:48:59.707,-0.46895,2.05762,-10.14932,7.2632,2.6855,-0.9155,167.0,0.8,-43.0,-0.46895,-2.05762,10.14932,7.2632,-2.6855,-0.9155,-347.0,0.8,-43.0,5,3397,18874,32.12
2424,2026-03-06T18:48:59.807000,18:48:59.807,-0.01436,1.804,-9.91484,-6.2256,-8.1787,0.4272,167.1,1.1,-43.0,-0.01436,-1.804,9.91484,-6.2256,8.1787,0.4272,-347.1,1.1,-43.0,-5,3498,18897,32.19
2425,2026-03-06T18:48:59.907000,18:48:59.907,0.07656,1.94277,-9.09658,3.2349,-5.0659,2.2583,166.9,1.5,-43.3,0.07656,-1.94277,9.09658,3.2349,5.0659,2.2583,-346.9,1.5,-43.3,57,3426,18876,32.19
2426,2026-03-06T18:49:00.007000,18:49:00.007,-0.76562,2.1916,-9.57988,-2.5024,17.8223,6.0425,167.1,1.3,-43.5,-0.76562,-2.1916,9.57988,-2.5024,-17.8223,6.0425,-347.1,1.3,-43.5,128,3486,18884,32.19
2427,2026-03-06T18:49:00.107000,18:49:00.107,-0.17227,3.22041,-9.98662,-19.8364,2.8687,-0.6714,165.7,-0.3,-43.5,-0.17227,-3.22041,9.98662,-19.8364,-2.8687,-0.6714,-345.7,-0.3,-43.5,-237,3341,18919,32.12
2428,2026-03-06T18:49:00.207000,18:49:00.207,0.63643,2.98594,-9.2832,8.3008,-12.2681,-0.1221,165.0,0.4,-43.6,0.63643,-2.98594,9.2832,8.3008,12.2681,-0.1221,-345.0,0.4,-43.6,-361,2925,18879,32.12
2429,2026-03-06T18:49:00.307000,18:49:00.307,-0.0335,2.44043,-8.98174,6.958,-6.6528,-1.5259,166.0,0.9,-43.7,-0.0335,-2.44043,8.98174,6.958,6.6528,-1.5259,-346.0,0.9,-43.7,-211,3105,18961,32.06
2430,2026-03-06T18:49:00.406000,18:49:00.406,-0.4498,2.75146,-9.04395,8.728,-16.9067,-2.3804,166.4,1.8,-43.8,-0.4498,-2.75146,9.04395,8.728,16.9067,-2.3804,-346.4,1.8,-43.8,-88,3341,18969,32.31
2431,2026-03-06T18:49:00.507000,18:49:00.507,-0.08613,2.4835,-9.04395,0.4272,-3.1738,0.7935,166.6,2.9,-43.9,-0.08613,-2.4835,9.04395,0.4272,3.1738,0.7935,-346.6,2.9,-43.9,211,3494,18947,32.25
2432,2026-03-06T18:49:00.607000,18:49:00.607,-1.00488,2.36387,-9.51768,9.1553,-4.0283,-0.7935,167.1,3.0,-44.1,-1.00488,-2.36387,9.51768,9.1553,4.0283,-0.7935,-347.1,3.0,-44.1,318,3599,18952,32.19
2433,2026-03-06T18:49:00.707000,18:49:00.707,-0.58857,2.32559,-9.64688,-8.728,5.0659,0.1831,166.9,3.2,-44.0,-0.58857,-2.32559,9.64688,-8.728,-5.0659,0.1831,-346.9,3.2,-44.0,370,3734,18958,32.12
2434,2026-03-06T18:49:00.807000,18:49:00.807,-0.31582,2.51699,-9.32627,-2.9907,-0.9766,1.3428,166.1,2.6,-44.0,-0.31582,-2.51699,9.32627,-2.9907,0.9766,1.3428,-346.1,2.6,-44.0,246,3603,19002,32.19
2435,2026-03-06T18:49:00.906000,18:49:00.906,-0.94746,2.43564,-9.92441,-1.709,3.479,-0.3052,166.2,2.6,-44.0,-0.94746,-2.43564,9.92441,-1.709,-3.479,-0.3052,-346.2,2.6,-44.0,171,3568,18982,32.25
2436,2026-03-06T18:49:01.006000,18:49:01.006,-0.58379,2.50264,-10.28809,-8.4839,0.7935,2.5635,165.4,2.3,-44.0,-0.58379,-2.50264,10.28809,-8.4839,-0.7935,2.5635,-345.4,2.3,-44.0,94,3542,18991,32.19
2437,2026-03-06T18:49:01.105000,18:49:01.105,-0.31582,2.73711,-9.9627,-9.0332,8.9722,2.6855,164.6,1.8,-44.1,-0.31582,-2.73711,9.9627,-9.0332,-8.9722,2.6855,-344.6,1.8,-44.1,103,3365,18958,32.31
2438,2026-03-06T18:49:01.205000,18:49:01.205,0.08613,2.8998,-9.0248,-4.9438,-0.9766,2.6245,163.8,2.0,-44.3,0.08613,-2.8998,9.0248,-4.9438,0.9766,2.6245,-343.8,2.0,-44.3,36,3172,18933,32.12
2439,2026-03-06T18:49:01.305000,18:49:01.305,0.26797,3.10078,-9.51768,0.4883,7.9346,-0.5493,163.8,1.1,-44.2,0.26797,-3.10078,9.51768,0.4883,-7.9346,-0.5493,-343.8,1.1,-44.2,0,3076,18955,32.19
2440,2026-03-06T18:49:01.405000,18:49:01.405,-0.34453,2.67012,-8.92432,9.7046,-8.9722,-0.061,164.3,1.2,-44.2,-0.34453,-2.67012,8.92432,9.7046,8.9722,-0.061,-344.3,1.2,-44.2,-125,3133,18951,32.19
2441,2026-03-06T18:49:01.505000,18:49:01.505,0.05264,2.37822,-9.04873,2.0752,2.3804,0.9766,164.9,1.5,-44.3,0.05264,-2.37822,9.04873,2.0752,-2.3804,0.9766,-344.9,1.5,-44.3,-31,3282,18966,32.19
2442,2026-03-06T18:49:01.604000,18:49:01.604,-0.01436,2.6127,-10.07275,3.1128,-2.8687,-2.1973,165.0,1.0,-44.3,-0.01436,-2.6127,10.07275,3.1128,2.8687,-2.1973,-345.0,1.0,-44.3,-41,3345,18962,32.12
2443,2026-03-06T18:49:01.704000,18:49:01.704,-0.21055,2.3543,-8.86689,1.8311,-11.1084,0.7324,165.1,1.9,-44.4,-0.21055,-2.3543,8.86689,1.8311,11.1084,0.7324,-345.1,1.9,-44.4,-16,3365,18958,32.31
2444,2026-03-06T18:49:01.804000,18:49:01.804,-0.33496,2.50264,-8.95781,1.4648,-2.3804,-0.8545,165.4,2.4,-44.7,-0.33496,-2.50264,8.95781,1.4648,2.3804,-0.8545,-345.4,2.4,-44.7,211,3455,18942,32.31
2445,2026-03-06T18:49:01.904000,18:49:01.904,-0.5168,2.65576,-9.60381,-3.9673,5.9204,-0.6714,165.1,1.8,-44.5,-0.5168,-2.65576,9.60381,-3.9673,-5.9204,-0.6714,-345.1,1.8,-44.5,166,3474,18917,32.19
2446,2026-03-06T18:49:02.004000,18:49:02.004,-0.15791,2.42129,-9.87656,-0.3052,-1.2817,1.77,165.0,2.0,-44.6,-0.15791,-2.42129,9.87656,-0.3052,1.2817,1.77,-345.0,2.0,-44.6,108,3416,18934,32.31
2447,2026-03-06T18:49:02.104000,18:49:02.104,-0.30146,2.5792,-9.71387,1.77,0.1831,-0.2441,165.0,1.8,-44.6,-0.30146,-2.5792,9.71387,1.77,-0.1831,-0.2441,-345.0,1.8,-44.6,102,3432,18906,32.12
2448,2026-03-06T18:49:02.204000,18:49:02.204,-0.39238,2.33037,-9.48418,-2.0752,-2.9297,0.8545,165.0,2.1,-44.7,-0.39238,-2.33037,9.48418,-2.0752,2.9297,0.8545,-345.0,2.1,-44.7,104,3489,18937,32.19
2449,2026-03-06T18:49:02.303000,18:49:02.303,-0.23447,2.6127,-9.46982,0.0,-0.9155,1.1597,164.8,2.0,-44.8,-0.23447,-2.6127,9.46982,0.0,0.9155,1.1597,-344.8,2.0,-44.8,160,3462,18943,32.25
2450,2026-03-06T18:49:02.403000,18:49:02.403,-0.60293,2.39736,-9.4124,-0.4272,-0.4883,0.6714,165.0,2.3,-45.0,-0.60293,-2.39736,9.4124,-0.4272,0.4883,0.6714,-345.0,2.3,-45.0,189,3507,18915,32.19
2451,2026-03-06T18:49:02.503000,18:49:02.503,-0.21533,2.47393,-9.58945,1.0986,2.7466,0.061,165.0,2.2,-45.0,-0.21533,-2.47393,9.58945,1.0986,-2.7466,0.061,-345.0,2.2,-45.0,260,3515,18907,32.19
2452,2026-03-06T18:49:02.603000,18:49:02.603,-0.3541,2.39736,-9.43633,1.0376,-1.9531,0.1831,165.2,2.0,-45.0,-0.3541,-2.39736,9.43633,1.0376,1.9531,0.1831,-345.2,2.0,-45.0,200,3540,18909,32.19
2453,2026-03-06T18:49:02.703000,18:49:02.703,-0.18662,2.25381,-9.23535,1.1597,0.4883,0.5493,165.2,2.2,-45.1,-0.18662,-2.25381,9.23535,1.1597,-0.4883,0.5493,-345.2,2.2,-45.1,217,3559,18929,32.19
2454,2026-03-06T18:49:02.803000,18:49:02.803,-0.36846,2.20596,-9.3502,-1.5259,-1.8311,0.1831,165.3,2.1,-45.1,-0.36846,-2.20596,9.3502,-1.5259,1.8311,0.1831,-345.3,2.1,-45.1,213,3636,18974,32.31
2455,2026-03-06T18:49:02.903000,18:49:02.903,-0.45459,2.25381,-9.29277,-0.1831,6.0425,2.0142,165.3,2.2,-45.2,-0.45459,-2.25381,9.29277,-0.1831,-6.0425,2.0142,-345.3,2.2,-45.2,251,3554,18911,32.31
2456,2026-03-06T18:49:03.002000,18:49:03.002,0.09092,2.30166,-10.379,-3.9673,1.4038,-2.4414,165.1,2.1,-45.1,0.09092,-2.30166,10.379,-3.9673,-1.4038,-2.4414,-345.1,2.1,-45.1,230,3515,18907,32.06
2457,2026-03-06T18:49:03.102000,18:49:03.102,-0.2584,2.37344,-9.59902,6.2866,3.6621,0.1221,165.3,1.9,-45.1,-0.2584,-2.37344,9.59902,6.2866,-3.6621,0.1221,-345.3,1.9,-45.1,229,3462,18846,32.12
2458,2026-03-06T18:49:03.202000,18:49:03.202,-0.27754,2.16768,-8.60371,1.0376,-8.1177,1.2817,165.4,2.3,-45.1,-0.27754,-2.16768,8.60371,1.0376,8.1177,1.2817,-345.4,2.3,-45.1,157,3531,18866,32.12
2459,2026-03-06T18:49:03.302000,18:49:03.302,-0.04307,2.36865,-10.00098,-6.4697,-1.3428,-1.2817,165.2,2.1,-45.2,-0.04307,-2.36865,10.00098,-6.4697,1.3428,-1.2817,-345.2,2.1,-45.2,232,3597,18874,32.19
2460,2026-03-06T18:49:03.402000,18:49:03.402,-0.55986,2.3543,-9.65645,7.8125,9.7046,0.9155,165.2,2.2,-45.3,-0.55986,-2.3543,9.65645,7.8125,-9.7046,0.9155,-345.2,2.2,-45.3,237,3502,18918,32.31
2461,2026-03-06T18:49:03.502000,18:49:03.502,-0.32539,2.09111,-8.75205,-5.0659,-13.3057,-1.2817,165.5,2.6,-45.3,-0.32539,-2.09111,8.75205,-5.0659,13.3057,-1.2817,-345.5,2.6,-45.3,180,3612,18900,32.25
2462,2026-03-06T18:49:03.601000,18:49:03.601,-0.12441,2.33994,-9.52246,0.3052,-1.4038,1.0376,165.5,2.4,-45.4,-0.12441,-2.33994,9.52246,0.3052,1.4038,1.0376,-345.5,2.4,-45.4,250,3622,18884,32.31
2463,2026-03-06T18:49:03.701000,18:49:03.701,-0.56465,2.17725,-9.08701,5.249,-4.8828,-1.5869,165.6,2.9,-45.5,-0.56465,-2.17725,9.08701,5.249,4.8828,-1.5869,-345.6,2.9,-45.5,264,3631,18924,32.25
2464,2026-03-06T18:49:03.801000,18:49:03.801,-0.17227,2.26816,-10.17324,-6.0425,-0.6714,0.3052,165.4,3.0,-45.4,-0.17227,-2.26816,10.17324,-6.0425,0.6714,0.3052,-345.4,3.0,-45.4,278,3682,18980,32.25
2465,2026-03-06T18:49:03.901000,18:49:03.901,-0.46895,2.47393,-9.01045,1.709,0.3662,1.3428,165.3,3.2,-45.6,-0.46895,-2.47393,9.01045,1.709,-0.3662,1.3428,-345.3,3.2,-45.6,272,3586,19028,32.25
2466,2026-03-06T18:49:04.001000,18:49:04.001,-0.31582,2.29209,-9.30234,-1.2207,-2.3804,-0.6104,165.5,3.4,-45.6,-0.31582,-2.29209,9.30234,-1.2207,2.3804,-0.6104,-345.5,3.4,-45.6,269,3610,19022,32.31
2467,2026-03-06T18:49:04.101000,18:49:04.101,-0.75605,2.23945,-9.25449,4.4556,1.0986,0.061,165.8,3.1,-45.5,-0.75605,-2.23945,9.25449,4.4556,-1.0986,0.061,-345.8,3.1,-45.5,214,3600,19064,32.19
2468,2026-03-06T18:49:04.201000,18:49:04.201,-0.68428,2.20596,-9.08701,2.6855,-3.6011,0.1221,166.1,3.3,-45.6,-0.68428,-2.20596,9.08701,2.6855,3.6011,0.1221,-346.1,3.3,-45.6,165,3626,19071,32.31
2469,2026-03-06T18:49:04.300000,18:49:04.300,-0.20576,2.14375,-9.18271,-0.2441,2.7466,1.2817,166.1,3.5,-45.7,-0.20576,-2.14375,9.18271,-0.2441,-2.7466,1.2817,-346.1,3.5,-45.7,257,3648,19049,32.12
2470,2026-03-06T18:49:04.400000,18:49:04.400,-0.81826,2.29688,-9.03438,4.0283,4.2725,-0.6714,166.4,3.2,-45.7,-0.81826,-2.29688,9.03438,4.0283,-4.2725,-0.6714,-346.4,3.2,-45.7,190,3642,19059,32.25
2471,2026-03-06T18:49:04.500000,18:49:04.500,-0.09092,2.19639,-9.64688,-3.1738,-8.8501,-0.7935,166.2,3.4,-45.7,-0.09092,-2.19639,9.64688,-3.1738,8.8501,-0.7935,-346.2,3.4,-45.7,176,3631,19112,32.19
2472,2026-03-06T18:49:04.600000,18:49:04.600,-0.84219,2.22031,-9.82871,5.4321,9.4604,-0.7935,166.4,3.0,-45.7,-0.84219,-2.22031,9.82871,5.4321,-9.4604,-0.7935,-346.4,3.0,-45.7,238,3633,19067,32.31
2473,2026-03-06T18:49:04.700000,18:49:04.700,-0.7752,2.17246,-9.35498,-4.6387,-7.019,0.4883,166.3,3.3,-45.7,-0.7752,-2.17246,9.35498,-4.6387,7.019,0.4883,-346.3,3.3,-45.7,135,3680,19073,32.25
2474,2026-03-06T18:49:04.800000,18:49:04.800,-0.15313,2.33037,-9.81914,-12.2681,0.3662,2.1362,165.6,3.2,-45.9,-0.15313,-2.33037,9.81914,-12.2681,-0.3662,2.1362,-345.6,3.2,-45.9,240,3600,19047,32.31
2475,2026-03-06T18:49:04.900000,18:49:04.900,-0.29668,2.62705,-8.97217,10.6812,-2.0752,-0.5493,165.4,3.0,-46.0,-0.29668,-2.62705,8.97217,10.6812,2.0752,-0.5493,-345.4,3.0,-46.0,140,3364,19040,32.12
2476,2026-03-06T18:49:04.999000,18:49:04.999,-0.94268,2.01934,-9.37891,6.8359,-8.9722,-1.77,166.5,3.1,-45.8,-0.94268,-2.01934,9.37891,6.8359,8.9722,-1.77,-346.5,3.1,-45.8,108,3512,19047,32.25
2477,2026-03-06T18:49:05.099000,18:49:05.099,-0.41152,2.26338,-9.58945,-3.3569,4.7607,2.8076,166.2,3.2,-46.0,-0.41152,-2.26338,9.58945,-3.3569,-4.7607,2.8076,-346.2,3.2,-46.0,214,3607,18990,32.25
2478,2026-03-06T18:49:05.199000,18:49:05.199,-0.26318,2.12939,-9.3167,3.418,-3.1738,-0.4883,166.3,3.2,-46.1,-0.26318,-2.12939,9.3167,3.418,3.1738,-0.4883,-346.3,3.2,-46.1,186,3514,18968,32.19
2479,2026-03-06T18:49:05.299000,18:49:05.299,-0.55508,2.10068,-9.16357,-1.4648,0.4883,0.1831,166.5,3.1,-46.0,-0.55508,-2.10068,9.16357,-1.4648,-0.4883,0.1831,-346.5,3.1,-46.0,224,3569,18984,32.19
2480,2026-03-06T18:49:05.399000,18:49:05.399,-0.38281,2.31602,-9.37412,0.2441,-2.8687,0.4272,166.4,3.1,-46.1,-0.38281,-2.31602,9.37412,0.2441,2.8687,0.4272,-346.4,3.1,-46.1,197,3545,18971,32.44
2481,2026-03-06T18:49:05.498000,18:49:05.498,-0.44502,2.1916,-9.0918,1.3428,0.1221,0.7935,166.5,3.2,-46.1,-0.44502,-2.1916,9.0918,1.3428,-0.1221,0.7935,-346.5,3.2,-46.1,246,3539,18984,32.19
2482,2026-03-06T18:49:05.598000,18:49:05.598,-0.52158,2.27773,-9.69473,0.4272,2.9907,0.6714,166.5,3.0,-46.2,-0.52158,-2.27773,9.69473,0.4272,-2.9907,0.6714,-346.5,3.0,-46.2,280,3587,18959,32.25
2483,2026-03-06T18:49:05.698000,18:49:05.698,-0.4498,2.15332,-9.49854,2.0752,-5.4321,-0.1221,166.6,3.1,-46.2,-0.4498,-2.15332,9.49854,2.0752,5.4321,-0.1221,-346.6,3.1,-46.2,299,3605,18929,32.31
2484,2026-03-06T18:49:05.798000,18:49:05.798,-0.40195,2.04805,-9.46504,-1.2817,2.3193,0.6104,167.0,3.3,-46.3,-0.40195,-2.04805,9.46504,-1.2817,-2.3193,0.6104,-347.0,3.3,-46.3,416,3687,18898,32.31
2485,2026-03-06T18:49:05.898000,18:49:05.898,-0.50244,1.92842,-10.36943,3.2959,5.0659,0.061,167.0,2.9,-46.3,-0.50244,-1.92842,10.36943,3.2959,-5.0659,0.061,-347.0,2.9,-46.3,394,3711,18910,32.12
2486,2026-03-06T18:49:05.998000,18:49:05.998,-0.32061,2.08154,-9.06309,-2.8687,-3.1128,1.5869,166.9,3.0,-46.3,-0.32061,-2.08154,9.06309,-2.8687,3.1128,1.5869,-346.9,3.0,-46.3,344,3730,18887,32.38
2487,2026-03-06T18:49:06.097000,18:49:06.097,-0.06699,2.22988,-9.38369,0.4272,-0.061,0.2441,166.9,2.9,-46.4,-0.06699,-2.22988,9.38369,0.4272,0.061,0.2441,-346.9,2.9,-46.4,365,3724,18917,32.38
2488,2026-03-06T18:49:06.197000,18:49:06.197,-0.40674,2.15811,-8.76162,2.0752,-1.77,-0.4883,167.1,2.9,-46.3,-0.40674,-2.15811,8.76162,2.0752,1.77,-0.4883,-347.1,2.9,-46.3,366,3733,18940,32.25
2489,2026-03-06T18:49:06.297000,18:49:06.297,-0.44023,2.33516,-9.62773,-2.9297,2.9297,-0.4883,167.0,2.7,-46.3,-0.44023,-2.33516,9.62773,-2.9297,-2.9297,-0.4883,-347.0,2.7,-46.3,349,3773,18994,32.25
2490,2026-03-06T18:49:06.397000,18:49:06.397,-0.27275,2.07197,-9.56074,6.4697,-1.3428,1.4648,167.1,3.0,-46.4,-0.27275,-2.07197,9.56074,6.4697,1.3428,1.4648,-347.1,3.0,-46.4,364,3732,18972,32.25
2491,2026-03-06T18:49:06.497000,18:49:06.497,-0.2584,2.06719,-9.41719,-2.8076,3.0518,-0.6104,167.2,2.8,-46.4,-0.2584,-2.06719,9.41719,-2.8076,-3.0518,-0.6104,-347.2,2.8,-46.4,365,3811,18958,32.31
2492,2026-03-06T18:49:06.597000,18:49:06.597,-0.55986,1.97148,-9.18271,0.7935,-3.2349,-0.061,167.3,2.9,-46.4,-0.55986,-1.97148,9.18271,0.7935,3.2349,-0.061,-347.3,2.9,-46.4,354,3802,18970,32.31
2493,2026-03-06T18:49:06.697000,18:49:06.697,-0.44502,2.09111,-9.65645,1.0376,4.4556,0.5493,167.4,2.6,-46.4,-0.44502,-2.09111,9.65645,1.0376,-4.4556,0.5493,-347.4,2.6,-46.4,366,3822,18926,32.12
2494,2026-03-06T18:49:06.796000,18:49:06.796,-0.42588,1.98584,-9.32148,0.4272,0.5493,0.6104,167.5,2.6,-46.4,-0.42588,-1.98584,9.32148,0.4272,-0.5493,0.6104,-347.5,2.6,-46.4,300,3834,18914,32.31
2495,2026-03-06T18:49:06.896000,18:49:06.896,-0.17705,1.95713,-9.4459,1.709,-0.1221,0.2441,167.5,2.5,-46.5,-0.17705,-1.95713,9.4459,1.709,0.1221,0.2441,-347.5,2.5,-46.5,320,3872,18943,32.31
2496,2026-03-06T18:49:06.996000,18:49:06.996,-0.35889,1.84229,-9.48418,1.0986,1.0376,-0.3662,167.8,2.4,-46.5,-0.35889,-1.84229,9.48418,1.0986,-1.0376,-0.3662,-347.8,2.4,-46.5,297,3904,18939,32.44
2497,2026-03-06T18:49:07.096000,18:49:07.096,-0.28711,2.00498,-9.46504,-1.6479,-2.5635,-0.1831,167.8,2.3,-46.5,-0.28711,-2.00498,9.46504,-1.6479,2.5635,-0.1831,-347.8,2.3,-46.5,268,3906,18950,32.19
2498,2026-03-06T18:49:07.196000,18:49:07.196,-0.3876,1.89492,-9.68516,0.1221,3.9673,0.4272,167.8,2.3,-46.5,-0.3876,-1.89492,9.68516,0.1221,-3.9673,0.4272,-347.8,2.3,-46.5,318,3905,18936,32.25
2499,2026-03-06T18:49:07.296000,18:49:07.296,-0.14834,1.94277,-9.6708,-2.9297,-1.0986,0.7324,167.6,2.2,-46.5,-0.14834,-1.94277,9.6708,-2.9297,1.0986,0.7324,-347.6,2.2,-46.5,248,3874,18910,32.44
2500,2026-03-06T18:49:07.396000,18:49:07.396,-0.25361,2.02891,-9.50811,-0.9766,1.709,-0.1221,167.5,2.1,-46.6,-0.25361,-2.02891,9.50811,-0.9766,-1.709,-0.1221,-347.5,2.1,-46.6,257,3822,18901,32.19
2501,2026-03-06T18:49:07.495000,18:49:07.495,-0.22012,2.05762,-9.34541,2.4414,-0.4272,1.3428,167.6,2.0,-46.6,-0.22012,-2.05762,9.34541,2.4414,0.4272,1.3428,-347.6,2.0,-46.6,202,3812,18907,32.19
2502,2026-03-06T18:49:07.595000,18:49:07.595,-0.2584,1.98584,-9.42197,-0.5493,-2.4414,-0.4883,167.7,2.1,-46.6,-0.2584,-1.98584,9.42197,-0.5493,2.4414,-0.4883,-347.7,2.1,-46.6,193,3823,18896,32.25
2503,2026-03-06T18:49:07.695000,18:49:07.695,-0.32061,1.86143,-9.7043,0.3662,2.0752,1.0376,167.8,2.1,-46.6,-0.32061,-1.86143,9.7043,0.3662,-2.0752,1.0376,-347.8,2.1,-46.6,229,3846,18879,32.06
2504,2026-03-06T18:49:07.795000,18:49:07.795,-0.18184,1.93799,-9.55596,-1.9531,1.0376,0.1221,167.8,2.0,-46.6,-0.18184,-1.93799,9.55596,-1.9531,-1.0376,0.1221,-347.8,2.0,-46.6,193,3854,18862,32.31
2505,2026-03-06T18:49:07.895000,18:49:07.895,-0.27754,1.8375,-9.94834,-0.7324,4.8218,0.0,167.8,1.9,-46.6,-0.27754,-1.8375,9.94834,-0.7324,-4.8218,0.0,-347.8,1.9,-46.6,163,3828,18869,32.19
2506,2026-03-06T18:49:07.994000,18:49:07.994,-0.27275,1.96191,-9.43154,-0.2441,2.1973,1.0986,167.8,1.7,-46.6,-0.27275,-1.96191,9.43154,-0.2441,-2.1973,1.0986,-347.8,1.7,-46.6,135,3809,18882,32.44
2507,2026-03-06T18:49:08.094000,18:49:08.094,-0.08613,1.82314,-9.6373,1.4038,0.8545,-0.1831,167.9,1.6,-46.6,-0.08613,-1.82314,9.6373,1.4038,-0.8545,-0.1831,-347.9,1.6,-46.6,100,3808,18867,32.31
2508,2026-03-06T18:49:08.194000,18:49:08.194,-0.28232,1.85664,-9.27842,3.7842,-3.1738,-0.1221,168.2,1.5,-46.6,-0.28232,-1.85664,9.27842,3.7842,3.1738,-0.1221,-348.2,1.5,-46.6,113,3821,18855,32.25
2509,2026-03-06T18:49:08.294000,18:49:08.294,-0.2584,1.804,-9.51289,1.3428,1.4648,0.5493,168.5,1.5,-46.7,-0.2584,-1.804,9.51289,1.3428,-1.4648,0.5493,-348.5,1.5,-46.7,120,3882,18878,32.25
2510,2026-03-06T18:49:08.394000,18:49:08.394,-0.02393,1.78486,-9.46025,2.0142,1.5259,0.4883,168.6,1.4,-46.7,-0.02393,-1.78486,9.46025,2.0142,-1.5259,0.4883,-348.6,1.4,-46.7,92,3866,18868,32.19
2511,2026-03-06T18:49:08.494000,18:49:08.494,-0.29668,1.69873,-9.65645,0.6104,1.4648,0.3662,168.8,1.3,-46.8,-0.29668,-1.69873,9.65645,0.6104,-1.4648,0.3662,-348.8,1.3,-46.8,103,3891,18880,32.44
2512,2026-03-06T18:49:08.594000,18:49:08.594,-0.27275,1.74658,-9.48418,-0.9766,-2.4414,1.2207,168.8,1.3,-46.9,-0.27275,-1.74658,9.48418,-0.9766,2.4414,1.2207,-348.8,1.3,-46.9,81,3919,18879,32.38
2513,2026-03-06T18:49:08.693000,18:49:08.693,-0.2584,1.81357,-9.60381,-1.0986,2.3193,1.2207,168.8,1.3,-47.0,-0.2584,-1.81357,9.60381,-1.0986,-2.3193,1.2207,-348.8,1.3,-47.0,94,3906,18895,32.38
2514,2026-03-06T18:49:08.793000,18:49:08.793,-0.56943,1.64609,-9.6373,0.0,-1.8921,1.709,168.8,1.3,-47.2,-0.56943,-1.64609,9.6373,0.0,1.8921,1.709,-348.8,1.3,-47.2,85,3900,18888,32.25
2515,2026-03-06T18:49:08.893000,18:49:08.893,-0.60771,1.87578,-8.46494,1.3428,1.2207,3.0518,168.9,1.4,-47.4,-0.60771,-1.87578,8.46494,1.3428,-1.2207,3.0518,-348.9,1.4,-47.4,96,3904,18866,32.25
2516,2026-03-06T18:49:08.993000,18:49:08.993,0.08613,1.61738,-10.26895,1.0986,-3.6011,0.7324,168.9,1.5,-47.6,0.08613,-1.61738,10.26895,1.0986,3.6011,0.7324,-348.9,1.5,-47.6,120,3876,18863,32.44
2517,2026-03-06T18:49:09.093000,18:49:09.093,-0.72256,1.75615,-9.97227,2.7466,8.728,3.1738,169.0,1.0,-47.8,-0.72256,-1.75615,9.97227,2.7466,-8.728,3.1738,-349.0,1.0,-47.8,81,3884,18821,32.31
2518,2026-03-06T18:49:09.193000,18:49:09.193,-0.42588,1.51211,-9.01045,-3.6011,-8.2397,3.0518,169.0,1.8,-48.1,-0.42588,-1.51211,9.01045,-3.6011,8.2397,3.0518,-349.0,1.8,-48.1,56,3935,18834,32.44
2519,2026-03-06T18:49:09.292000,18:49:09.292,-0.15313,1.68916,-8.53672,-6.958,0.1221,2.0142,168.8,1.8,-48.5,-0.15313,-1.68916,8.53672,-6.958,-0.1221,2.0142,-348.8,1.8,-48.5,206,3925,18863,32.25
2520,2026-03-06T18:49:09.392000,18:49:09.392,0.26318,2.31123,-9.69951,-2.5635,2.6245,1.8921,168.0,1.3,-48.6,0.26318,-2.31123,9.69951,-2.5635,-2.6245,1.8921,-348.0,1.3,-48.6,137,3755,18837,32.25
2521,2026-03-06T18:49:09.494000,18:49:09.494,-0.72256,1.64131,-9.54639,15.564,-4.3945,0.9766,169.1,1.6,-48.8,-0.72256,-1.64131,9.54639,15.564,4.3945,0.9766,-349.1,1.6,-48.8,105,3759,18836,32.38
